X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
-122.3300967,47.62277533,5069,351276,0,350,Caffe Torino,Caffe Torino,422 YALE AVE N,98109
-122.3324216,47.59957566,5070,351277,0,350,Caffe Umbria,Caffe Umbria,320 OCCIDENTAL AVE S,98104
-122.2700594,47.55611459,5071,351278,0,350,Caffe Vita,Caffe Vita,5028 WILSON AVE S,98118
-122.3295392,47.60110234,5072,351279,0,350,Caffe Vita Coffee Roasting,Caffe Vita Coffee Roasting,125 PREFONTAINE PL S,98104
-122.3751775,47.66893147,5073,351133,0,350,Burger King #2368,Burger King #2368,1432 NW MARKET ST,98107
-122.1662673,47.66590591,5074,351068,0,350,Bridle Trails Red Apple Market/Meat & Seafood,Bridle Trails Red Apple Market,6625 132ND AVE NE,98033
-122.3630091,47.66848601,5075,351071,0,350,Brimmer & Heeltap,Brimmer & Heeltap,425 NW MARKET ST,98107
-122.3742318,47.63542727,5076,6007136,0,600,SW Queen Anne Greenbelt,SW Queen Anne Greenbelt,W Howe St and 12th Ave W,98119
-122.357086,47.636907,5077,351918,0,350,Cupcake Royale/Verite Coffee,Cupcake Royale/Verite Coffee,1935 QUEEN ANNE AVE N,98109
-122.3294989,47.57528161,5078,351920,0,350,Curbside @ 3 W Nickerson,Curbside (Kc225),3201 4TH AVE S,98134
-122.320155,47.61604,5079,351921,0,350,Cure,Cure,1641 NAGLE PL #006,98122
-122.3081011,47.6101723,5080,351924,0,350,Curry Now @ 9706 4Th Ave Ne; Seattle 98115,Delicatessen Montanti,5604 DELRIDGE WAY SW,98106
-122.1381852,47.63461348,5081,351926,0,350,Curry Point At Abricos,Curry Point At Abricos,2719 152ND AVE NE,98052
-122.3338064,47.60324494,5082,351927,0,350,Custom Smoothie & Sports Nutrition,Custom Smoothie & Sports Nutrition,719 2ND AVE,98104
-122.3518759,47.65001597,5083,351928,0,350,Custom Smoothie And Sports,Custom Smoothie And Sports,462 N 34TH ST,98103
-122.3379919,47.62288799,5084,351929,0,350,Custom Smoothies,Custom Smoothies,428 WESTLAKE AVE N,98109
-122.3211959,47.55310789,5085,351932,0,350,Cutting Board,Cutting Board,5503 AIRPORT WAY S,98108
-122.3308658,47.61232488,5086,351933,0,350,Cyber-Dogs,Cyber-Dogs,909 PIKE ST,98101
-122.0298984,47.70748145,5087,351934,0,350,Cyber Cafe,Cyber Cafe,23225 NE GREENS CROSSING RD,98053
-122.3305957,47.61769722,5088,351935,0,350,Cycle Cafe,Cycle Cafe,1220 HOWELL ST,98101
-122.3481803,47.61414266,5089,351936,0,350,Cyclops,Cyclops,2421 1ST AVE,98121
-122.2039643,47.61603098,5090,351939,0,350,D'Ambrosio Gelato Bellevue,D'Ambrosio Gelato Bellevue,403 BELLEVUE SQ,98004
-122.3165915,47.61507417,5091,351940,0,350,D'Ambrosio Gelato; Llc,D'Ambrosio Gelato; Llc,1542 12TH AVE,98122
-122.3075672,47.61609376,5092,1626,455639,330,Hearing Speech and Deafness Center,Artz Communications Center,1625 19th Ave,98122
-122.3300018,47.60380174,5093,903034,0,903,Pike Place Market Express @ Seattle City Hall,Pike Place Market Exp-Seattle,600 Fourth Ave,98101
-122.3130035,47.66469956,5094,903038,0,903,University District Farmers Market,University District Farmers Market,1350 NE 50th St,98105
-122.2775698,47.75390893,5095,650055,94150,65,Lake Forest Park Police Department,Lake Forest Park PD,17425 Ballinger Way NE,98155
-122.3160557,47.59969038,5096,351969,0,350,Dang Dang Cha Lua Restaurant,Dang Dang Cha Lua Restaurant,1221 S MAIN ST #101,98144
-122.3349943,47.62673244,5097,351970,0,350,Daniel'S Broiler; Lake Union,Daniel'S Broiler; Lake Union,809 FAIRVIEW PL N,98109
-122.342043,47.68565611,5098,351971,0,350,Daniel Bagley Elementary,Daniel Bagley Elementary,7821 STONE WAY N,98103
-122.1898929,47.38007968,5099,351972,0,350,Daniel Elementary School,Daniel Elementary School,11310 SE 248TH ST,98030
-122.2843046,47.60298953,5100,351973,0,350,Daniels Broiler,Daniels Broiler; Leschi,200 LAKE WASHINGTON BL,98122
-122.3134461,47.66244059,5101,350163,0,350,Aladdin Falafel Corner,Aladdin Falafel Corner,4541 UNIVERSITY WAY NE,98105
-122.3596646,47.65401207,5102,350169,0,350,Alberona,Alberona,3624 LEARY WAY NW,98107
-122.0995784,47.7035332,5103,350171,0,350,Albert Einstein Elementary,Albert Einstein Elementary,18025 NE 116TH TER,98052
-122.1519583,47.44443481,5104,350180,0,350,Albertson'S #470  Meat,Albertsons  #470,14215 SE PETROVITSKY RD,98058
-122.2441146,47.44109638,5105,350235,0,350,Aloha Hawaiian Grill,Aloha Hawaiian Grill,18016 71ST AVE S 102,98032
-122.296071,47.72135875,5106,350237,0,350,Aloha Ramen,Aloha Ramen,3004 NE 127TH ST,98125
-122.3068753,47.66329456,5107,350245,0,350,Alpha Phi,Alpha Phi,4710 19TH AVE NE,98105
-122.3503134,47.65169661,5108,350251,0,350,Always Happy Hour,Always Happy Hour,3601 FREMONT AVE N #207,98103
-122.2273233,47.41156303,5109,350252,0,350,Am-Pm,Dhami Am-Pm,21214 84TH AVE S,98032
-122.3451234,47.69086415,5110,350257,0,350,Am Pm,Am Pm,950 N 85TH ST,98103
-121.8741367,47.53100651,5111,350293,0,350,Ana'S Family Style Mexican,Ana'S Family Style Mexican,7713 CENTER BL SE #190,98065
-122.2363662,47.30729619,5112,350299,0,350,Andies Restaurant; Inc.,Andies Restaurant; Inc.,530 W MAIN ST,98001
-122.3361753,47.45999082,5113,350301,0,350,Andy'S Handy Mart,Andy'S Handy Mart,150 SW 160TH ST,98166
-122.3257841,47.61860286,5114,350334,0,350,Arabica Lounge,Arabica Lounge,1550 E OLIVE WAY,98102
-122.3442344,47.65404818,5115,350382,0,350,Art Of The Table,Art Of The Table,1054 N 39TH ST,98103
-122.3144442,47.58383146,5116,350398,0,350,Asian Express,Asian Express,2122 14TH AVE S,98144
-122.3279283,47.60953211,5117,2692,446849,330,Virginia Mason Hospital and Seattle Medical Center,Virginia Mason Seattle Main Clinic,1100 9th Ave,98101
-122.2176584,47.64046646,5118,2227,0,510,Yarrow Point Freeway Station,Yarrow Point Freeway Station,SR 520 & 92nd Ave NE,0
-122.0449981,47.38806336,5119,350096,0,350,Afc Sushi @ Qfc #837,Afc Sushi @ Qfc #837,22131 SE 237TH ST,98038
-122.1238487,47.67514996,5120,628,366126,150,Redmond Chamber of Commerce,Redmond CC,16210 NE 80th,98052
-122.1523029,47.60846057,5121,207,80,662,Sammamish High School,Sammamish,100 140th Ave SE,98005
-122.1749048,47.7034772,5122,352192,0,350,Dub Pub,Dub Pub,11516 124TH AVE NE,98033
-122.2628823,47.38569239,5123,432,801924,300,Riverbend Golf Complex,Riverbend GC,Russell Rd,98032
-122.3273345,47.48797006,5124,2749,0,510,Boulevard Park Freeway Station South,Blvd Pk Frewway St. S,SR 509 & S 128th St,98168
-122.3542839,47.50224194,5125,1123,500877,660,West Seattle Montessori School & Academy,West Seattle Montessori,11215 15th Ave SW,98146
-122.3337972,47.60051359,5126,352216,0,350,E Smith Mercantile,E Smith Mercantile,208 1ST AVE S,98104
-122.2955784,47.71827408,5127,350498,0,350,Back Door Pub,Back Door Pub,12330 LAKE CITY WAY NE,98125
-122.2773936,47.43553869,5128,10000045,397165,330,HealthPoint Tyee Campus,HealthPoint Tyee Campus,4424 S 188th St,98188
-122.367941,47.661745,5129,350823,0,350,Bevmo!,Bevmo,850 NW 45TH ST,98107
-122.3432007,47.46321725,5130,351398,0,350,Cc'S Lounge,C.C.'S Lounge,635 SW 152ND ST,98166
-122.2025291,47.48879982,5131,352218,0,350,Eagle Express,Eagle Express,401 PARK AVE N,98057
-122.3059393,47.58760934,5132,351946,0,350,Dahlak Eritrean Cuisine,Dahlak Eritrean Cuisine,2007 S STATE ST,98144
-122.3843469,47.6681695,5133,350861,0,350,Billy Beach Sushi & Bar,Billy Beach Sushi & Bar,5463 LEARY AVE NW,98107
-122.4638661,47.50854721,5134,6300020,406781,630,North End Ferry Dock,North End Ferry Dock,10824 Vashon Hwy SW,98070
-122.194311,47.62010481,5135,9010003,94924,901,Bellevue Library Ballot Drop Box,Bellevue Library (050),1111 110th Ave NE,98004
-122.3760623,47.54815609,5136,9010037,761778,901,High Point Library Ballot Drop Box,High Point Library (190),3411 SW Raymond St,98126
-122.2870888,47.3155445,5137,660111,2358,66,Station 64,64,3700 S 320th St,98023
-122.1845747,47.50699051,5138,580014,582576,580,St Matthew Lutheran Church P&R with bicycle lockers,St Matthew Lutheran P&R,2516 NE 16th St,98056
-122.185205,47.54497406,5139,6005033,0,600,Newport Glen Open Space,Newport Glen Open Space,West Lake Sammamish Pkwy and 182nd Ave SE,0
-122.3610915,47.66885687,5140,6007103,0,600,Greenwood Triangle,Greenwood Triangle,NW 55th St and 3rd Ave. NW,98103
-122.342156,47.63644333,5141,350370,0,350,Arista,Arista,1920 DEXTER AVE,98109
-122.1247546,47.49214538,5142,747,806906,600,Coalfield Park,Coalfield Park,164th Ave SE,98059
-122.0438453,47.54568108,5143,6002678,0,600,Emily Darst Park,Emily Darst Park,280th Dr SE & SE 63rd St,0
-122.3265633,47.30396788,5144,650047,712916,65,Federal Way Police Department,Federal Way PD,33325 8th Ave S,98003
-121.9834623,47.20677703,5145,6004564,0,600,Guenther Park,Guenther Park,911 Battersby,98022
-122.3209144,47.64296868,5146,660051,412689,66,Station 22,22,901 E Roanoke St,98102
-122.3281726,47.68017958,5147,9010039,749494,901,Green Lake Community Center Ballot Drop Box,Green Lake Community Center (180),7201 E Green Lake Dr N,98115
-122.2980932,47.7197965,5148,9010040,261300,901,Lake City Library Ballot Drop Box,Lake City Library (290),12501 28th Ave NE,98125
-122.2594673,47.68287683,5149,9010060,835312,901,Magnuson Park Ballot Drop Box,Magnuson Park (305),6344 NE 74th St,98115
-122.335232,47.61398707,5150,350945,0,350,Blueacre Seafood,Blueacre Seafood,1700 7TH AVE,98101
-122.0407911,47.69530186,5151,351532,0,350,Chevron Station #301816,Chevron Station #301816,22410 NE MARKETPLACE DR,98053
-122.0930628,47.20852673,5152,30001,395200,30,Bryan Airport,Bryan,18532 SE 440th St,98022
-122.1685477,47.45148632,5153,740,898496,660,Renton Park Elementary School,Renton Park,16828 128th Ave SE,98058
-122.3361596,47.62167918,5154,352351,0,350,Zoka Coffee Roaster @ Amazon Bon Appetit,Bon Appetit,345 BOREN AVE,98109
-122.22513,47.31856474,5155,6600723,1144445,663,Green River College Auburn Center,Green R Coll - Auburn,1221 D St NE,98002
-122.1674543,47.57807707,5156,180,103103,690,Loehmanns Plaza,Loehmanns Plaza,3620 Factoria Blvd SE,98006
-122.4121332,47.57099866,5157,6007058,0,600,Cormorant Cove,Cormorant Cove,3701 Beach Dr SW,98116
-122.3079484,47.70588126,5158,1105,0,600,Victory Heights Playground,Victory Heights Playground,19th Ave NE & NE 106th St,98125
-122.0616625,47.54070863,5159,570099,2661,570,Tibbetts Lot P&R,Tibbetts Lot P&R,1675 Newport Way NW,98027
-122.3906456,47.69517931,5160,6002405,0,600,North Beach Park,North Beach Park,2161 E Hamlin St,0
-122.2264197,47.57517446,5161,536,0,600,Clise Park,Clise Park,Island Crest Way & 84th Ave SE,98040
-122.1456214,47.56885123,5162,173,0,600,Eastgate Park,Eastgate Park,14400 SE Newport Way,98006
-122.1655492,47.48627324,5163,699,0,600,Heather Downs Park,Heatherdowns Park (Site),NE 3rd Pl & Union Ave NE,98059
-122.2060421,47.39310251,5164,403,0,600,Turnkey Park,Turnkey Park,100th Ave SE & S 232nd St,98031
-122.0090759,47.19704792,5165,303,0,600,Kirstine M Burger Park,Kirstine M Burger Park,Farrelly St,0
-122.3363424,47.61490742,5166,858,452461,64,US District Court,US District Court,700 Stewart St,98191
-122.2434482,47.58235145,5167,538,0,600,First Hill Park - Mercer Island,First Hill Park,72nd Ave SE & SE 32nd St,98040
-121.7367826,47.62715481,5168,6005355,0,600,Snoqualmie Forest,Snoqualmie Forest,340th Ave NE to 564th Ave NE and NE 205th St to SE 80th St,98065
-122.1513884,47.62568214,5169,192,0,600,Bellevue Highland Park,Bellevue Highland Park,140th Ave NE & NE Bellevue Redmond Rd,98005
-121.936942,47.52617,5170,351055,0,350,Brewin' Around Coffee/Route 425-417-8564,Brewin' Around Coffee Co.; Llc,10325 AURORA AVE N,98133
-122.2880173,47.66149921,5171,351636,0,350,Ciao Amore,Ciao Amore,3626 NE 45TH ST STE 100,98105
-122.3422693,47.46938028,5172,620008,603091,62,Burien Courthouse South Division,District Court-Southwest,601 SW 149th St,98166
-122.3514153,47.63258647,5173,5610009,0,600,Playground-2nd Ave & Galer St,Playground,2nd Ave N & Galer St,98109
-122.3440352,47.75711843,5174,1800033,122236,180,Shoreline City Hall,Shoreline CH,17500 Midvale Ave N,98133
-122.1639191,47.6261038,5175,660006,116194,66,Station 6,6,1850 132nd Ave NE,98005
-121.9845611,47.74110605,5176,660031,123616,66,Station 66,66,15600 1st Ave NE,98019
-122.300003,47.33571699,5177,6600142,695180,666,Holy Innocents School of the Northwest,Holy Innocents,2530 S 298th St,98003
-122.3006917,47.77308461,5178,6600298,16145,665,Aldercrest Learning Center,Aldercrest Learning Center,2545 NE 200th St,98155
-122.1193103,47.37002394,5179,571,662995,662,Kentwood High School,Kentwood,25800 164th Ave SE,98042
-122.366191,47.52889071,5180,6600437,509368,662,Chief Sealth International High School,Chief Sealth,2600 SW Thistle St ,98126
-122.3660529,47.53135218,5181,6600702,1005283,661,David T. Denny International Middle School,David T. Denny Intl,2601 SW Kenyon St,98126
-122.3991354,47.64823803,5182,1379,757610,660,Our Lady of Fatima Parish School,Our Lady of Fatima,3301 W Dravus St,98199
-122.3541997,47.57275392,5183,6007581,0,600,Terminal 18 Park,Terminal 18 Park,3400 Block Klickitat Ave SW,98134
-122.2358016,47.58525711,5184,350189,0,350,Albertson'S Deli,Albertsons #450,2755 77TH AVE SE,98040
-122.2010857,47.61179427,5185,351702,0,350,Coco Ramen & Curry Bar,Coco Ramen & Curry Bar,120 BELLEVUE WAY NE,98004
-122.3337652,47.60297381,5186,351703,0,350,Cocoa Banana,Cocoa Banana,118 CHERRY ST,98104
-122.0856654,47.36475821,5187,560,666235,660,Cedar Valley Elementary School,Cedar Valley,26500 Timberlane Way SE,98042
-122.2818279,47.36280308,5188,441,8606,661,Totem MIddle School,Totem,26630 40th Ave S,98032
-121.9821239,47.74719518,5189,276,193,660,Cherry Valley Elementary School,Cherry Valley,26701 NE Cherry Valley Rd,98019
-122.0944742,47.36037221,5190,569,170,660,Jenkins Creek Elementary School,Jenkins Creek,26915 186th Ave SE,98042
-122.1284682,47.63443123,5191,10000021,98990,660,Eton School,Eton,2701 BelRed Rd,98008
-122.2970392,47.5995369,5192,6600719,838330,661,Seattle Girls School,Seattle Girls,2706 S Jackson St,98144
-122.2977303,47.74224259,5193,1219,16167,660,Briarcrest Elementary School,Briarcrest,2715 NE 158th St,98155
-122.1823377,47.4954981,5194,1302,586328,660,Highlands Elementary School,Highlands,2720 NE 7th St,98056
-122.2971139,47.69055057,5195,6600006,347544,660,Wedgewood Elementary School,Wedgewood,2720 NE 85th St ,98115
-122.3679669,47.49873449,5196,1203,134,660,Shorewood Elementary School,Shorewood,2725 SW 116th St,98146
-122.3170622,47.67607503,5197,2050,333328,530,Bartell Drugs-Roosevelt,Bartell Drugs-Roosevelt,6500 Roosevelt Way NE,98115
-122.3581373,47.63110402,5198,1057,417651,660,St. Anne School,St. Anne,101 W Lee St,98119
-122.2046375,47.40963084,5199,389,630373,660,Panther Lake Elementary School-Kent,Panther Lake,10200 SE 216th St,98031
-122.3185207,47.51087279,5200,1281,522417,660,Our Lady of Lourdes School,Our Lady of Lourdes,10243 12th Ave S,98168
