,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,zipcode,district,grades,grade_num,total_sch,total_student,propcrime_percapita,violcrime_percapita,total_crime_percapita
35,240000.0,4.0,1.0,8075.0,1.0,0.0,2.0,7.0,890.0,330.0,98001.0,0.0,0.0,0.0,0.0,0.0,730.8116910345483,270.2624366844745,1001.0741277190227
36,605000.0,4.0,2.5,7553.0,2.0,0.0,3.0,8.0,2620.0,0.0,98056.0,0.0,0.0,0.0,0.0,0.0,16.286731601503636,8.143365800751818,24.430097402255456
37,775000.0,4.0,2.25,24186.0,1.0,0.0,3.0,8.0,2600.0,1620.0,98166.0,0.0,0.0,0.0,0.0,0.0,36.45145288428728,54.67717932643093,91.12863221071821
38,861990.0,5.0,2.75,5639.0,2.0,0.0,3.0,9.0,3595.0,0.0,98053.0,0.0,0.0,0.0,0.0,0.0,516.4919935656775,220.0705016062452,736.5624951719227
39,685000.0,3.0,1.0,2280.0,2.0,0.0,3.0,7.0,1570.0,0.0,98119.0,0.0,0.0,0.0,0.0,0.0,11.318552938098268,18.86425489683045,30.182807834928717
40,309000.0,3.0,1.0,9656.0,1.0,0.0,4.0,6.0,920.0,360.0,98058.0,0.0,0.0,0.0,0.0,0.0,789.7351246089206,188.0321725259335,977.7672971348541
41,488000.0,3.0,2.5,13603.0,2.0,0.0,3.0,8.0,3160.0,0.0,98019.0,0.0,0.0,0.0,0.0,0.0,234.76854088599381,80.95466927103234,315.7232101570262
42,210490.0,3.0,1.0,8528.0,1.0,0.0,3.0,6.0,990.0,0.0,98023.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9586023155340844,1.9586023155340844
43,785000.0,4.0,2.5,13416.0,2.0,0.0,4.0,9.0,2290.0,0.0,98007.0,0.0,0.0,0.0,0.0,0.0,3.4275581640339534,3.4275581640339534,6.855116328067907
44,450000.0,3.0,1.75,5963.0,1.0,0.0,4.0,7.0,1250.0,0.0,98115.0,0.0,0.0,0.0,0.0,0.0,3.6982479661207934,7.396495932241589,11.094743898362381
45,1350000.0,3.0,2.5,65005.0,1.0,1.0,5.0,9.0,2165.0,588.0,98070.0,0.0,0.0,0.0,0.0,0.0,949.267635411185,423.9447692127622,1373.2124046239471
46,228000.0,3.0,1.0,9199.0,1.0,0.0,3.0,7.0,1190.0,0.0,98148.0,0.0,0.0,0.0,0.0,0.0,45.758778936135855,18.303511574454337,64.06229051059019
47,345000.0,5.0,2.5,9134.0,1.0,0.0,4.0,8.0,1640.0,1510.0,98056.0,0.0,0.0,0.0,0.0,0.0,16.286731601503636,8.143365800751818,24.430097402255456
48,600000.0,3.0,1.75,4080.0,1.0,0.0,4.0,7.0,1000.0,410.0,98117.0,0.0,0.0,0.0,0.0,0.0,8.647461250942321,11.52994833458976,20.177409585532082
49,585000.0,2.0,1.75,8550.0,1.0,0.0,3.0,7.0,990.0,990.0,98117.0,0.0,0.0,0.0,0.0,0.0,8.647461250942321,11.52994833458976,20.177409585532082
50,920000.0,5.0,2.25,6000.0,1.5,0.0,3.0,8.0,2130.0,600.0,98105.0,0.0,0.0,0.0,0.0,0.0,18.06773913393521,23.488060874115767,41.55580000805098
51,292500.0,4.0,2.5,4495.0,2.0,0.0,3.0,7.0,2250.0,0.0,98042.0,0.0,0.0,0.0,0.0,0.0,268.5737792314582,93.59389276247785,362.1676719939361
52,301000.0,3.0,2.5,4750.0,2.0,0.0,3.0,8.0,2420.0,0.0,98042.0,0.0,0.0,0.0,0.0,0.0,268.5737792314582,93.59389276247785,362.1676719939361
53,951000.0,5.0,3.25,14342.0,2.0,0.0,4.0,8.0,3250.0,0.0,98008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,430000.0,4.0,3.0,9976.0,2.0,0.0,3.0,8.0,1850.0,0.0,98059.0,0.0,0.0,0.0,0.0,0.0,311.36759343912894,91.43334093053785,402.8009343696668
55,289000.0,3.0,1.75,8400.0,1.0,0.0,3.0,7.0,1260.0,0.0,98148.0,0.0,0.0,0.0,0.0,0.0,45.758778936135855,18.303511574454337,64.06229051059019
56,549000.0,3.0,1.75,1044.0,3.0,0.0,3.0,8.0,1540.0,0.0,98115.0,0.0,0.0,0.0,0.0,0.0,3.6982479661207934,7.396495932241589,11.094743898362381
57,425000.0,3.0,2.25,6000.0,1.0,0.0,3.0,7.0,1110.0,550.0,98122.0,0.0,0.0,0.0,0.0,0.0,17.69885856742563,26.54828785113844,44.24714641856407
58,317625.0,3.0,2.75,3809.0,1.5,0.0,5.0,7.0,1770.0,1000.0,98144.0,0.0,0.0,0.0,0.0,0.0,58.65372171207985,52.788349540871856,111.4420712529517
59,287000.0,4.0,2.5,4648.0,2.0,0.0,3.0,7.0,2240.0,0.0,98001.0,0.0,0.0,0.0,0.0,0.0,730.8116910345483,270.2624366844745,1001.0741277190227
60,204000.0,3.0,1.0,12070.0,1.0,0.0,4.0,7.0,1000.0,0.0,98042.0,0.0,0.0,0.0,0.0,0.0,268.5737792314582,93.59389276247785,362.1676719939361
61,1330000.0,5.0,2.25,20158.0,1.0,0.0,3.0,8.0,1600.0,1600.0,98004.0,0.0,0.0,0.0,0.0,0.0,5.5140376093757615,8.271056414063642,13.785094023439402
62,1040000.0,5.0,3.25,50094.0,1.0,0.0,4.0,11.0,3070.0,1700.0,98005.0,0.0,0.0,0.0,0.0,0.0,9.748172534465397,0.0,9.748172534465397
63,325000.0,3.0,2.0,5612.0,1.0,0.0,4.0,7.0,1260.0,0.0,98034.0,0.0,0.0,0.0,0.0,0.0,6.585031591030553,2.1950105303435183,8.780042121374072
64,571000.0,4.0,2.0,7807.0,1.5,0.0,5.0,7.0,2250.0,500.0,98125.0,0.0,0.0,0.0,0.0,0.0,23.132246335198694,27.758695602238436,50.890941937437134
65,360000.0,4.0,2.5,5000.0,2.0,0.0,3.0,8.0,2380.0,0.0,98038.0,0.0,0.0,0.0,0.0,0.0,257.41397001283934,123.11102913657534,380.52499914941467
66,349000.0,3.0,1.75,50529.0,1.0,0.0,5.0,7.0,1090.0,700.0,98042.0,0.0,0.0,0.0,0.0,0.0,268.5737792314582,93.59389276247785,362.1676719939361
67,832500.0,4.0,4.0,35102.0,2.0,0.0,4.0,10.0,2390.0,1040.0,98075.0,0.0,0.0,0.0,0.0,0.0,20.278386557473773,0.0,20.278386557473773
68,380000.0,4.0,1.75,7300.0,1.0,0.0,3.0,7.0,880.0,880.0,98008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,480000.0,3.0,1.0,5060.0,1.0,0.0,3.0,7.0,1040.0,0.0,98116.0,0.0,0.0,0.0,0.0,0.0,10.981204277925787,14.641605703901053,25.62280998182684
70,410000.0,3.0,1.0,5060.0,1.0,0.0,4.0,7.0,910.0,500.0,98133.0,0.0,0.0,0.0,0.0,0.0,30.14211343357435,54.25580418043383,84.39791761400818
71,720000.0,4.0,2.5,39683.0,2.0,0.0,3.0,10.0,3450.0,0.0,98010.0,0.0,0.0,0.0,0.0,0.0,32.06749052325487,16.033745261627434,48.101235784882306
72,390000.0,3.0,2.5,5100.0,2.0,0.0,3.0,8.0,2350.0,0.0,98038.0,0.0,0.0,0.0,0.0,0.0,257.41397001283934,123.11102913657534,380.52499914941467
73,360000.0,4.0,2.5,5889.0,2.0,0.0,3.0,7.0,1900.0,0.0,98038.0,0.0,0.0,0.0,0.0,0.0,257.41397001283934,123.11102913657534,380.52499914941467
74,355000.0,2.0,1.0,6720.0,1.0,0.0,3.0,7.0,1010.0,1010.0,98118.0,0.0,0.0,0.0,0.0,0.0,32.61598151293552,59.116466492195634,91.73244800513115
75,356000.0,3.0,1.5,8712.0,1.0,0.0,3.0,8.0,1680.0,0.0,98059.0,0.0,0.0,0.0,0.0,0.0,311.36759343912894,91.43334093053785,402.8009343696668
76,315000.0,3.0,1.0,6634.0,1.0,0.0,3.0,6.0,960.0,0.0,98125.0,0.0,0.0,0.0,0.0,0.0,23.132246335198694,27.758695602238436,50.890941937437134
77,940000.0,3.0,1.5,3600.0,2.0,0.0,3.0,9.0,1900.0,240.0,98119.0,0.0,0.0,0.0,0.0,0.0,11.318552938098268,18.86425489683045,30.182807834928717
78,305000.0,5.0,2.25,8400.0,1.5,0.0,5.0,7.0,2660.0,0.0,98092.0,0.0,0.0,0.0,0.0,0.0,215.23883705263447,59.644497014585475,274.88333406721995
79,215000.0,2.0,2.25,2040.0,2.0,0.0,4.0,7.0,1610.0,0.0,98056.0,0.0,0.0,0.0,0.0,0.0,16.286731601503636,8.143365800751818,24.430097402255456
80,335000.0,2.0,1.75,1066.0,2.0,0.0,3.0,7.0,765.0,265.0,98136.0,0.0,0.0,0.0,0.0,0.0,6.126509104697077,6.126509104697077,12.253018209394154
81,243500.0,4.0,2.5,7403.0,2.0,0.0,3.0,7.0,1980.0,0.0,98023.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9586023155340844,1.9586023155340844
82,1100000.0,5.0,2.75,6353.0,2.0,0.0,4.0,10.0,3520.0,0.0,98199.0,0.0,0.0,0.0,0.0,0.0,0.0,4.630769527850908,4.630769527850908
83,153000.0,3.0,1.0,10500.0,1.0,0.0,3.0,7.0,1200.0,0.0,98023.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9586023155340844,1.9586023155340844
84,430000.0,3.0,1.5,5000.0,1.0,0.0,3.0,8.0,1290.0,290.0,98117.0,0.0,0.0,0.0,0.0,0.0,8.647461250942321,11.52994833458976,20.177409585532082
85,700000.0,3.0,1.5,5000.0,1.0,0.0,3.0,8.0,1290.0,290.0,98117.0,0.0,0.0,0.0,0.0,0.0,8.647461250942321,11.52994833458976,20.177409585532082
86,905000.0,4.0,2.5,10250.0,1.0,0.0,3.0,7.0,2390.0,910.0,98040.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100445524503849,8.100445524503849
87,247500.0,3.0,1.75,15681.0,1.0,0.0,3.0,7.0,1960.0,0.0,98032.0,0.0,0.0,0.0,0.0,0.0,131.41235292208776,59.001464577263896,190.41381749935167
88,199000.0,4.0,1.5,6400.0,1.0,0.0,4.0,7.0,1160.0,0.0,98023.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9586023155340844,1.9586023155340844
89,314000.0,3.0,1.75,41800.0,1.0,0.0,5.0,7.0,1210.0,600.0,98038.0,0.0,0.0,0.0,0.0,0.0,257.41397001283934,123.11102913657534,380.52499914941467
90,437500.0,3.0,2.5,36847.0,2.0,0.0,3.0,9.0,2320.0,0.0,98045.0,0.0,0.0,0.0,0.0,0.0,428.714111112358,75.65543137276906,504.36954248512706
91,850830.0,3.0,2.5,13241.0,1.5,0.0,5.0,9.0,1270.0,800.0,98102.0,0.0,0.0,0.0,0.0,0.0,18.146248235957838,47.1802454134904,65.32649364944824
92,555000.0,3.0,2.0,3478.0,1.5,0.0,4.0,7.0,1440.0,540.0,98117.0,0.0,0.0,0.0,0.0,0.0,8.647461250942321,11.52994833458976,20.177409585532082
93,699950.0,3.0,2.25,107593.0,2.0,0.0,4.0,8.0,2190.0,0.0,98077.0,0.0,0.0,0.0,0.0,0.0,477.48017002472,141.75192547608876,619.2320955008088
94,1090000.0,3.0,2.5,8113.0,2.0,0.0,3.0,8.0,2920.0,0.0,98004.0,0.0,0.0,0.0,0.0,0.0,5.5140376093757615,8.271056414063642,13.785094023439402
95,290000.0,3.0,1.0,33919.0,1.0,0.0,3.0,7.0,1210.0,0.0,98058.0,0.0,0.0,0.0,0.0,0.0,789.7351246089206,188.0321725259335,977.7672971348541
96,460000.0,3.0,1.0,4005.0,1.5,0.0,4.0,7.0,1170.0,500.0,98117.0,0.0,0.0,0.0,0.0,0.0,8.647461250942321,11.52994833458976,20.177409585532082
97,188500.0,2.0,1.75,2493.0,1.0,0.0,4.0,8.0,1240.0,0.0,98198.0,0.0,0.0,0.0,0.0,0.0,26.59749261713449,37.23648966398829,63.83398228112277
98,680000.0,4.0,2.5,28037.0,2.0,0.0,4.0,10.0,3140.0,0.0,98077.0,0.0,0.0,0.0,0.0,0.0,477.48017002472,141.75192547608876,619.2320955008088
99,470000.0,5.0,1.75,12342.0,2.0,0.0,4.0,7.0,2030.0,0.0,98052.0,0.0,0.0,0.0,0.0,0.0,77.13147242154055,17.59138844701802,94.72286086855857
100,597750.0,4.0,2.5,9624.0,2.0,0.0,3.0,8.0,2310.0,0.0,98027.0,0.0,0.0,0.0,0.0,0.0,318.2653854952511,54.65163185271989,372.917017347971
101,570000.0,3.0,1.75,3328.0,1.0,0.0,5.0,6.0,700.0,560.0,98103.0,0.0,0.0,0.0,0.0,0.0,7.368066028186903,29.472264112747613,36.84033014093452
102,272500.0,3.0,1.75,12600.0,1.0,0.0,4.0,7.0,1160.0,0.0,98038.0,0.0,0.0,0.0,0.0,0.0,257.41397001283934,123.11102913657534,380.52499914941467
103,329950.0,3.0,1.75,5969.0,1.0,0.0,3.0,7.0,1080.0,1000.0,98108.0,0.0,0.0,0.0,0.0,0.0,256.55847332709567,106.57044276663977,363.1289160937354
104,480000.0,4.0,2.5,16171.0,2.0,0.0,3.0,9.0,2520.0,710.0,98001.0,0.0,0.0,0.0,0.0,0.0,730.8116910345483,270.2624366844745,1001.0741277190227
105,740500.0,3.0,3.5,6350.0,2.0,0.0,3.0,8.0,2780.0,0.0,98117.0,0.0,0.0,0.0,0.0,0.0,8.647461250942321,11.52994833458976,20.177409585532082
106,518500.0,3.0,3.5,1102.0,3.0,0.0,3.0,8.0,1590.0,0.0,98103.0,0.0,0.0,0.0,0.0,0.0,7.368066028186903,29.472264112747613,36.84033014093452
107,205425.0,2.0,1.0,6780.0,1.0,0.0,4.0,6.0,880.0,0.0,98178.0,0.0,0.0,0.0,0.0,0.0,1312.8919047607326,716.1228571422178,2029.0147619029503
108,535000.0,4.0,1.0,2982.0,1.5,0.0,4.0,7.0,1610.0,0.0,98144.0,0.0,0.0,0.0,0.0,0.0,58.65372171207985,52.788349540871856,111.4420712529517
109,660000.0,3.0,2.5,6474.0,1.0,0.0,3.0,8.0,1560.0,840.0,98177.0,0.0,0.0,0.0,0.0,0.0,14.641437777476597,4.880479259158865,19.52191703663546
110,391500.0,3.0,2.0,9132.0,1.0,0.0,3.0,7.0,1450.0,0.0,98034.0,0.0,0.0,0.0,0.0,0.0,6.585031591030553,2.1950105303435183,8.780042121374072
111,395000.0,2.0,1.0,6000.0,1.0,0.0,3.0,6.0,770.0,0.0,98117.0,0.0,0.0,0.0,0.0,0.0,8.647461250942321,11.52994833458976,20.177409585532082
112,770000.0,3.0,2.25,10204.0,2.0,0.0,3.0,9.0,2910.0,0.0,98052.0,0.0,0.0,0.0,0.0,0.0,77.13147242154055,17.59138844701802,94.72286086855857
113,1450000.0,4.0,2.75,17789.0,1.5,0.0,3.0,8.0,1980.0,770.0,98004.0,0.0,0.0,0.0,0.0,0.0,5.5140376093757615,8.271056414063642,13.785094023439402
114,260000.0,4.0,2.25,8811.0,1.0,0.0,3.0,8.0,1360.0,800.0,98023.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9586023155340844,1.9586023155340844
115,822500.0,5.0,3.5,4960.0,2.0,0.0,5.0,7.0,1720.0,600.0,98103.0,0.0,0.0,0.0,0.0,0.0,7.368066028186903,29.472264112747613,36.84033014093452
116,430000.0,4.0,2.5,4310.0,2.0,0.0,3.0,7.0,2070.0,0.0,98065.0,0.0,0.0,0.0,0.0,0.0,499.0990630141628,126.35419316814249,625.4532561823053
117,212000.0,3.0,1.75,7875.0,1.0,0.0,4.0,7.0,1060.0,0.0,98092.0,0.0,0.0,0.0,0.0,0.0,215.23883705263447,59.644497014585475,274.88333406721995
118,660500.0,4.0,2.25,9603.0,1.0,0.0,3.0,8.0,1440.0,570.0,98027.0,0.0,0.0,0.0,0.0,0.0,318.2653854952511,54.65163185271989,372.917017347971
119,784000.0,3.0,3.5,111078.0,1.5,0.0,3.0,9.0,2460.0,1490.0,98052.0,0.0,0.0,0.0,0.0,0.0,77.13147242154055,17.59138844701802,94.72286086855857
120,453246.0,3.0,2.5,2287.0,2.0,0.0,3.0,8.0,1390.0,620.0,98029.0,0.0,0.0,0.0,0.0,0.0,33.82359964547456,13.529439858189823,47.353039503664384
121,675000.0,4.0,3.5,2278.0,3.0,0.0,3.0,9.0,2140.0,0.0,98107.0,0.0,0.0,0.0,0.0,0.0,0.0,13.470219499920795,13.470219499920795
122,199000.0,3.0,1.75,17390.0,1.0,0.0,4.0,7.0,1320.0,0.0,98003.0,0.0,0.0,0.0,0.0,0.0,122.3728455859312,70.21392779520643,192.58677338113762
123,220000.0,4.0,1.75,7840.0,1.0,0.0,3.0,7.0,1010.0,1010.0,98003.0,0.0,0.0,0.0,0.0,0.0,122.3728455859312,70.21392779520643,192.58677338113762
124,452000.0,4.0,2.25,10002.0,1.0,0.0,4.0,8.0,1340.0,1250.0,98028.0,0.0,0.0,0.0,0.0,0.0,29.999052887044567,12.856736951590529,42.8557898386351
125,382500.0,2.0,1.0,4440.0,1.0,0.0,3.0,6.0,1190.0,0.0,98125.0,0.0,0.0,0.0,0.0,0.0,23.132246335198694,27.758695602238436,50.890941937437134
126,519950.0,3.0,2.25,1249.0,3.0,0.0,3.0,8.0,1170.0,0.0,98107.0,0.0,0.0,0.0,0.0,0.0,0.0,13.470219499920795,13.470219499920795
127,665000.0,2.0,1.0,3200.0,1.0,0.0,3.0,7.0,1110.0,0.0,98119.0,0.0,0.0,0.0,0.0,0.0,11.318552938098268,18.86425489683045,30.182807834928717
128,527700.0,5.0,2.5,9375.0,1.0,0.0,4.0,8.0,1550.0,1270.0,98006.0,0.0,0.0,0.0,0.0,0.0,17.938569777820305,10.250611301611604,28.18918107943191
129,205000.0,3.0,1.0,8579.0,1.0,0.0,4.0,7.0,1010.0,600.0,98058.0,0.0,0.0,0.0,0.0,0.0,789.7351246089206,188.0321725259335,977.7672971348541
130,420000.0,3.0,1.0,8097.0,1.0,0.0,4.0,7.0,940.0,120.0,98133.0,0.0,0.0,0.0,0.0,0.0,30.14211343357435,54.25580418043383,84.39791761400818
131,500000.0,4.0,2.25,8517.0,1.0,0.0,4.0,8.0,1380.0,650.0,98006.0,0.0,0.0,0.0,0.0,0.0,17.938569777820305,10.250611301611604,28.18918107943191
132,921500.0,4.0,2.5,315374.0,2.0,0.0,4.0,9.0,3670.0,0.0,98077.0,0.0,0.0,0.0,0.0,0.0,477.48017002472,141.75192547608876,619.2320955008088
133,890000.0,4.0,1.0,4000.0,2.0,0.0,3.0,8.0,2370.0,180.0,98109.0,0.0,0.0,0.0,0.0,0.0,13.195848427734456,23.752527169922015,36.94837559765647
134,430000.0,2.0,2.5,60984.0,2.0,0.0,3.0,7.0,2420.0,0.0,98027.0,0.0,0.0,0.0,0.0,0.0,318.2653854952511,54.65163185271989,372.917017347971
135,258000.0,5.0,2.0,12500.0,1.0,0.0,4.0,8.0,1130.0,1130.0,98032.0,0.0,0.0,0.0,0.0,0.0,131.41235292208776,59.001464577263896,190.41381749935167
136,511000.0,3.0,1.0,3455.0,1.0,0.0,3.0,7.0,980.0,450.0,98103.0,0.0,0.0,0.0,0.0,0.0,7.368066028186903,29.472264112747613,36.84033014093452
137,532170.0,3.0,2.0,3090.0,2.0,0.0,3.0,8.0,1360.0,0.0,98103.0,0.0,0.0,0.0,0.0,0.0,7.368066028186903,29.472264112747613,36.84033014093452
138,560000.0,3.0,1.0,5000.0,1.5,0.0,3.0,7.0,1110.0,0.0,98107.0,0.0,0.0,0.0,0.0,0.0,0.0,13.470219499920795,13.470219499920795
139,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,350000.0,1.0,1.0,5100.0,1.0,0.0,3.0,7.0,700.0,0.0,98115.0,0.0,0.0,0.0,0.0,0.0,3.6982479661207934,7.396495932241589,11.094743898362381
141,215000.0,3.0,1.0,7669.0,1.0,0.0,4.0,7.0,1180.0,0.0,98058.0,0.0,0.0,0.0,0.0,0.0,789.7351246089206,188.0321725259335,977.7672971348541
142,650000.0,5.0,3.5,25245.0,2.0,0.0,3.0,9.0,2500.0,1460.0,98056.0,0.0,0.0,0.0,0.0,0.0,16.286731601503636,8.143365800751818,24.430097402255456
143,320000.0,4.0,2.75,7500.0,1.0,0.0,3.0,8.0,1620.0,1020.0,98023.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9586023155340844,1.9586023155340844
144,247000.0,3.0,2.0,7198.0,1.5,0.0,3.0,7.0,1270.0,0.0,98022.0,0.0,0.0,0.0,0.0,0.0,341.67568091801775,113.89189363933924,455.567574557357
145,320000.0,4.0,1.75,11180.0,1.0,0.0,4.0,8.0,1760.0,0.0,98059.0,0.0,0.0,0.0,0.0,0.0,311.36759343912894,91.43334093053785,402.8009343696668
146,255000.0,5.0,2.25,8632.0,1.0,0.0,3.0,7.0,1030.0,1030.0,98146.0,0.0,0.0,0.0,0.0,0.0,1633.8459198023832,549.1632423552895,2183.0091621576726
147,438000.0,3.0,1.75,9660.0,1.0,0.0,3.0,7.0,1780.0,0.0,98034.0,0.0,0.0,0.0,0.0,0.0,6.585031591030553,2.1950105303435183,8.780042121374072
