X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR,FEATUREDES,OSPI_CODE
-122.3006917,47.77308461,145,6600298,16145,665,Aldercrest Learning Center,Aldercrest Learning Center,2545 NE 200th St,98155,-122.3006928,47.77308288,10,SHORELINE,4022900853,402290,853,School-Other Facility,0
-122.1193103,47.37002394,146,571,662995,662,Kentwood High School,Kentwood,25800 164th Ave SE,98042,-122.1193132,47.37002169,10,KENT,2522059006,252205,9006,School-High,4128
-122.366191,47.52889071,147,6600437,509368,662,Chief Sealth International High School,Chief Sealth,2600 SW Thistle St ,98126,-122.3661931,47.52888891,10,SEATTLE,3624039032,362403,9032,School-High,3096
-122.3660529,47.53135218,148,6600702,1005283,661,David T. Denny International Middle School,David T. Denny Intl,2601 SW Kenyon St,98126,-122.366055,47.53135038,10,SEATTLE,3624039032,362403,9032,School-Junior High/Middle,
-122.1974415,47.4564043,149,687,12199,664,Renton Academy,Renton Academy,2607 Jones Ave S,98055,-122.1974439,47.45640223,10,RENTON,2923059061,292305,9061,School-Alternative,0
-122.3503857,47.64363169,150,932,422342,660,Seattle Country Day School,Seattle Country Day,2619 4th Ave N,98109,-122.3503873,47.64362992,20,SEATTLE,1929300110,192930,110,School-Elementary,0
-122.102875,47.36666687,151,6600689,675501,662,Rainier Christian High School,Rainier Christian,26201 180th Ave SE,98042,-122.1028779,47.36666458,20,KENT,2522059092,252205,9092,School-High,
-122.3870029,47.57989805,152,995,470929,660,Lafayette Elementary School,Lafayette,2645 California Ave SW,98116,-122.3870048,47.57989631,10,SEATTLE,9277200005,927720,5,School-Elementary,2733
-122.0856654,47.36475821,153,560,666235,660,Cedar Valley Elementary School,Cedar Valley,26500 Timberlane Way SE,98042,-122.0856684,47.36475588,10,KENT,3022069050,302206,9050,School-Elementary,3676
-122.2818279,47.36280308,154,441,8606,661,Totem MIddle School,Totem,26630 40th Ave S,98032,-122.2818309,47.36280119,10,FEDERAL WAY,2722049152,272204,9152,School-Junior High/Middle,3431
-121.9821239,47.74719518,155,276,193,660,Cherry Valley Elementary School,Cherry Valley,26701 NE Cherry Valley Rd,98019,-121.9821248,47.74719287,10,RIVERVIEW,1326069028,132606,9028,School-Elementary,3101
-122.0944742,47.36037221,156,569,170,660,Jenkins Creek Elementary School,Jenkins Creek,26915 186th Ave SE,98042,-122.0944771,47.36036991,10,KENT,3022069029,302206,9029,School-Elementary,4301
-122.1284682,47.63443123,157,10000021,98990,660,Eton School,Eton,2701 BelRed Rd,98008,-122.1284698,47.63442906,10,BELLEVUE,673100096,67310,96,School-Elementary,0
-122.2970392,47.5995369,158,6600719,838330,661,Seattle Girls School,Seattle Girls,2706 S Jackson St,98144,-122.297041,47.59953503,20,SEATTLE,7833800025,783380,25,School-Junior High/Middle,
-122.2977303,47.74224259,159,1219,16167,660,Briarcrest Elementary School,Briarcrest,2715 NE 158th St,98155,-122.2977315,47.74224075,10,SHORELINE,1199100005,119910,5,School-Elementary,0
-122.1823377,47.4954981,160,1302,586328,660,Highlands Elementary School,Highlands,2720 NE 7th St,98056,-122.1823399,47.49549599,10,RENTON,7227502510,722750,2510,School-Elementary,2640
-122.2971139,47.69055057,161,6600006,347544,660,Wedgewood Elementary School,Wedgewood,2720 NE 85th St ,98115,-122.2971153,47.69054872,10,SEATTLE,439000615,43900,615,School-Elementary,3026
-122.3679669,47.49873449,162,1203,134,660,Shorewood Elementary School,Shorewood,2725 SW 116th St,98146,-122.3679692,47.49873268,10,HIGHLINE,1842000190,184200,190,School-Elementary,2842
-122.1519393,47.35378426,163,567,660039,660,Horizon Elementary School,Horizon,27641 144th Ave SE,98042,-122.1519424,47.35378209,10,KENT,3422059036,342205,9036,School-Elementary,4345
-122.1957579,47.35335325,164,6600277,669375,660,Meadow Ridge Elementary School,Meadow Ridge,27710 108th Ave SE,98030,-122.1957609,47.35335118,10,KENT,3222059015,322205,9015,School-Elementary,4465
-122.2995804,47.77463713,165,6600710,16158,660,Cascade K-8 School,Cascade,2800 NE 200th St,98155,-122.2995815,47.77463541,10,SHORELINE,2636900086,263690,86,School-Elementary,
-122.367856,47.31690932,166,319,2380,662,Decatur High School,Decatur,2800 SW 320th St,98023,-122.3678593,47.3169076,10,FEDERAL WAY,1221039034,122103,9034,School-High,3766
-122.1837685,47.63605623,167,168,144130,660,The Little School,The Little,2812 116th Ave NE,98004,-122.18377,47.63605416,20,BELLEVUE,2125059046,212505,9046,School-Elementary,0
-122.296286,47.55226103,168,908,499919,660,Dearborn Park International Elementary School,Dearborn Park Intl,2820 S Orcas St,98108,-122.296288,47.55225915,10,SEATTLE,7857000410,785700,410,School-Elementary,3803
-122.0865712,47.3446313,169,566,699051,660,Grass Lake Elementary School,Grass Lake,28700 191st Pl SE,98042,-122.0865743,47.34462898,10,KENT,3122069056,312206,9056,School-Elementary,3708
-122.1718716,47.34198235,170,2335,681537,662,Auburn Mountainview High School,Mountainview,28900 124th Ave SE,98092,-122.1718747,47.34198023,10,AUBURN,421059051,42105,9051,School-High,5037
-121.9524792,47.73563168,171,275,192,662,Cedarcrest High School,Cedarcrest,29000 NE 150th St,98019,-121.9524801,47.73562933,10,RIVERVIEW,1826079013,182607,9013,School-High,3524
-122.1680192,47.34008384,172,6600684,773630,660,Arthur Jacobsen Elementary School,Arthur Jacobsen,29205 132nd Ave SE,98092,-122.1680223,47.3400817,10,AUBURN,421059057,42105,9057,School-Elementary,
-122.2207735,47.47439911,173,6600377,580032,665,Administration Center-Renton,Admin,300 SW 7th St,98057,-122.2207758,47.4743971,10,RENTON,1823059253,182305,9253,School-Other Facility,0
-122.3852704,47.57697401,174,1003,470930,662,West Seattle High School,West Seattle,3000 California Ave SW,98116,-122.3852723,47.57697226,10,SEATTLE,8702100050,870210,50,School-High,2234
-122.1489413,47.58406924,175,191,155119,663,Bellevue College,Bellevue College,3000 Landerholm Cir SE,98007,-122.1489431,47.58406708,10,BELLEVUE,1024059008,102405,9008,School-College or University,0
-122.1767542,47.49391368,176,714,580177,663,Renton Technical College,Renton Tech,3000 NE 4th St,98056,-122.1767564,47.49391155,10,RENTON,7227800450,722780,450,School-College or University,5955
-122.4078265,47.57714105,177,987,466948,660,Alki Elementary School,Alki,3010 59th Ave SW,98116,-122.4078284,47.57713933,10,SEATTLE,148000064,14800,64,School-Elementary,2181
-122.3385327,47.32553741,178,322,2369,660,Lake Grove Elementary School,Lake Grove,303 SW 308th St,98023,-122.3385359,47.32553564,10,FEDERAL WAY,721049180,72104,9180,School-Elementary,3568
-122.1015232,47.63735305,179,608,12156,660,John James Audubon Elementary School,John James Audubon,3045 180th Ave NE,98052,-122.1015247,47.63735083,10,LAKE WASHINGTON,2425059100,242505,9100,School-Elementary,3548
-122.3246094,47.32729564,180,102,2367,660,St. Vincent De Paul School,St. Vincent De Paul,30527 8th Ave S,98003,-122.3246126,47.32729384,20,FEDERAL WAY,821049005,82104,9005,School-Elementary,0
-122.3139403,47.32807735,181,81,2368,662,Federal Way High School,Federal Way,30611 16th Ave S,98003,-122.3139435,47.32807553,10,FEDERAL WAY,821049001,82104,9001,School-High,2417
-122.1855488,47.32740839,182,63,25,661,Rainier Middle School,Rainier,30620 116th Ave SE,98092,-122.185552,47.3274063,10,AUBURN,921059123,92105,9123,School-Junior High/Middle,4385
-122.1754011,47.32499842,183,54,24,660,Lea Hill Elementary School,Lea Hill,30908 124th Ave SE,98092,-122.1754043,47.3249963,10,AUBURN,921059005,92105,9005,School-Elementary,3525
-122.2988329,47.31929129,184,77,2378,664,Truman High School Campus,Truman Campus,31455 28th Ave S,98003,-122.2988361,47.31928944,10,FEDERAL WAY,921049054,92104,9054,School-Alternative,5163
-122.2997353,47.31926067,185,6600144,979437,666,Internet Academy,Internet Academy,31457 28th Ave S,98003,-122.2997386,47.31925882,10,FEDERAL WAY,921049054,92104,9054,School-K-12,1759
-122.2929516,47.62189819,186,6600720,442094,660,The Valley School,Valley,318 30th Ave E,98112,-122.2929533,47.62189632,20,SEATTLE,9209900590,920990,590,School-Elementary,
-122.03391,47.58092184,187,362,12223,661,Pine Lake Middle School,Pine Lake,3200 228th Ave SE,98075,-122.0339118,47.58091944,10,ISSAQUAH,1024069010,102406,9010,School-Junior High/Middle,3879
-122.0670375,47.63873274,188,6600175,374731,660,Elizabeth Blackwell Elementary School,Elizabeth Blackwell,3225 205th Pl NE,98074,-122.067039,47.63873045,10,LAKE WASHINGTON,8651590010,865159,10,School-Elementary,4532
-121.9079747,47.65234308,189,6600696,1008913,664,Riverview Learning Center,Riverview,32302 NE 50th St,98014,-121.907976,47.6523406,10,RIVERVIEW,1625079060,162507,9060,School-Alternative,
-122.3939079,47.30920983,190,2332,2383,660,Green Gables Elementary School,Green Gables,32607 47th Ave SW,98023,-122.3939112,47.30920817,10,FEDERAL WAY,1421039084,142103,9084,School-Elementary,4426
-121.7820797,47.49615646,191,6600627,26502,664,Two Rivers School,Two Rivers,330 Ballarat Ave N,98045,-121.7820814,47.49615375,10,SNOQUALMIE VALLEY,8570900300,857090,300,School-Alternative,1502
-122.2905788,47.57324196,192,1178,458345,660,John Muir Elementary School-Seattle,John Muir,3301 S Horton St,98144,-122.2905807,47.57324008,10,SEATTLE,1524049002,152404,9002,School-Elementary,2143
-122.2920068,47.67151545,193,869,349397,660,William Cullen Bryant Elementary School,WC Bryant ,3311 NE 60th St,98115,-122.2920082,47.67151359,10,SEATTLE,8827900180,882790,180,School-Elementary,0
-122.1571731,47.28065764,194,32,54,660,Buena Vista Seventh-day Adventist School,Buena Vista SDA,3320 Academy Dr SE,98092,-122.1571765,47.28065549,20,AUBURN,2721059033,272105,9033,School-Elementary,0
-121.8961138,47.56955206,195,333,2357,660,Fall City Elementary School,Fall City ,33314 SE 42nd St,98024,-121.8961154,47.56954948,10,SNOQUALMIE VALLEY,943100020,94310,20,School-Elementary,2222
-122.2129855,47.47841501,196,688,12194,660,St. Anthony Elementary School,St. Anthony,336 Shattuck Ave S,98057,-122.2129878,47.47841298,20,RENTON,7841300035,784130,35,School-Elementary,0
-122.3087285,47.29885838,197,1348,871083,666,Christian Faith School,Christian Faith,33645 20th Ave S,98003,-122.3087318,47.29885655,20,FEDERAL WAY,2121049004,212104,9004,School-K-12,0
-122.3549958,47.29757362,198,2201,841929,661,Technology Access Foundation Academy at Saghalie,TAFA at Saghalie,33914 19th Ave SW,98023,-122.3549991,47.29757189,10,FEDERAL WAY,1921049033,192104,9033,School-Junior High/Middle,4456
-122.2886648,47.62291278,199,951,838011,666,Bush School,Bush,3400 E Harrison St,98112,-122.2886664,47.6229109,20,SEATTLE,6600000120,660000,120,School-K-12,0
-122.3756361,47.53887279,200,1116,493520,660,Our Lady of Guadalupe Catholic School,Our Lady of Guadalupe,3401 SW Myrtle St,98126,-122.3756382,47.53887101,20,SEATTLE,8123100005,812310,5,School-Elementary,0
-122.2884008,47.27794009,201,6600140,636214,661,Sequoyah Middle School,Sequoyah,3425 S 360th St  ,98001,-122.2884043,47.27793822,10,FEDERAL WAY,2721049012,272104,9012,School-Junior High/Middle,5029
-122.3902813,47.57298163,202,996,459130,661,James Madison Middle School,James Madison,3429 45th Ave SW,98116,-122.3902832,47.57297989,10,SEATTLE,9278300010,927830,10,School-Junior High/Middle,2435
-122.3333896,47.29356279,203,93,2390,660,Panther Lake Elementary School,Panther Lake,34424 1st Ave S,98003,-122.333393,47.29356102,10,FEDERAL WAY,2021049110,202104,9110,School-Elementary,3329
-122.3220061,47.29122348,204,6600546,711102,664,Federal Way Public Academy,Federal Way Public Academy,34620 9th Ave S,98003,-122.3220095,47.29122168,10,FEDERAL WAY,9264800050,926480,50,School-Alternative,1789
-122.1810629,47.28962107,205,36,58,660,Chinook Elementary School,Chinook,3502 Auburn Way S,98092,-122.1810663,47.28961897,10,AUBURN,2121059038,212105,9038,School-Elementary,3439
-122.3410869,47.28724434,206,6600525,2392,660,Enterprise Elementary School,Enterprise,35101 5th Ave SW,98023,-122.3410903,47.28724259,10,FEDERAL WAY,4159200704,415920,704,School-Elementary,4470
-122.2893205,47.69358158,207,971,12394,660,Our Lady of the Lake School,Our Lady of the Lake,3520 NE 89th St,98115,-122.2893218,47.69357971,20,SEATTLE,6844701005,684470,1005,School-Elementary,0
-122.2933897,47.28043128,208,13,634289,660,Lakeland Elementary School,Lakeland,35827 32nd Ave S,98001,-122.2933932,47.28042943,10,FEDERAL WAY,2821049095,282104,9095,School-Elementary,2841
-122.314375,47.27747122,209,2289,842738,662,Todd Beamer High School,Todd Beamer,35999 16th Ave S,98003,-122.3143784,47.27746942,10,FEDERAL WAY,2921049025,292104,9025,School-High,4570
-122.3781712,47.29986987,210,316,2386,660,Brigadoon Elementary School,Brigadoon,3601 SW 336th St,98023,-122.3781745,47.29986818,10,FEDERAL WAY,2321039003,232103,9003,School-Elementary,3700
-122.2864786,47.54944195,211,6600705,483902,660,Makkah Islamic School,Makkah Islamic,3613 S Juneau St,98118,-122.2864807,47.54944006,20,SEATTLE,2224049009,222404,9009,School-Elementary,
-122.2849045,47.53073983,212,1029,512739,660,Wing Luke Elementary School,Wing Luke,3701 S Kenyon St ,98118,-122.2849066,47.53073793,10,SEATTLE,4006000598,400600,598,School-Elementary,3581
-122.3775858,47.50970113,213,1192,511295,660,Arbor Heights Elementary School,Arbor Heights,3701 SW 104th St,98146,-122.377588,47.50969933,10,SEATTLE,2518400005,251840,5,School-Elementary,2730
-122.2852083,47.45328876,214,1326,401620,660,McMicken Heights Elementary School,McMicken Heights,3708 S 168th St,98188,-122.2852108,47.45328686,10,HIGHLINE,2723049028,272304,9028,School-Elementary,2734
-121.9143257,47.64242361,215,273,158,661,Tolt Middle School,Tolt,3740 Tolt Ave,98014,-121.9143271,47.64242113,10,RIVERVIEW,2125079033,212507,9033,School-Junior High/Middle,4318
-122.0341899,47.52664445,216,6600688,996972,664,Gibson Ek,Gibson Ek,379 1st Pl SE,98027,-122.0341919,47.526642,10,ISSAQUAH,3424069028,342406,9028,School-Alternative,
-122.2077426,47.57661225,217,6600714,191175,664,French-American School of Puget Sound,FASPS,3795 E Mercer Way,98040,-122.2077444,47.57661022,20,MERCER ISLAND,2655500115,265550,115,School-Alternative,
-122.3801893,47.55257323,218,1108,478384,660,Fairmount Park Elementary School,Fairmount Park,3800 SW Findlay St,98126,-122.3801913,47.55257146,10,SEATTLE,9396700035,939670,35,School-Elementary,3518
-122.1638154,47.57554712,219,6600668,95,664,Puesta Del Sol Elementary,Puesta Del Sol,3810 132nd Ave SE,98006,-122.1638173,47.57554499,10,BELLEVUE,1024059056,102405,9056,School-Alternative,3224
-122.3490505,47.65475739,220,840,12312,660,B.F. Day Elementary School,B.F. Day,3921 Linden Ave N,98103,-122.349052,47.65475562,10,SEATTLE,1931301145,193130,1145,School-Elementary,3717
-122.3099377,47.65379055,221,10000019,13927,664,Ida B. Wells School of Social Justice,Ida B. Wells ,3923 Okanogan Ln NE,98195,-122.3099392,47.65378872,10,SEATTLE,1625049001,162504,9001,School-Alternative,0
-122.2819814,47.54632141,222,1039,486395,661,Aki Kurose Middle School,Aki Kurose,3928 S Graham St,98118,-122.2819834,47.54631951,10,SEATTLE,3332501090,333250,1090,School-Junior High/Middle,3774
-121.8102311,47.52330197,223,759,21152,660,Snoqualmie Elementary School,Snoqualamie,39801 SE Park St,98065,-121.8102328,47.52329927,10,SNOQUALMIE VALLEY,3224089084,322408,9084,School-Elementary,2288
-122.0307993,47.6134041,224,6600693,12220,664,Renaissance School of Art and Reasoning,Renaissance,400 228th Ave NE,98074,-122.0308009,47.61340173,10,LAKE WASHINGTON,3425069021,342506,9021,School-Alternative,
-122.3018266,47.60512918,225,1064,762595,662,James A. Garfield High School,Garfield,400 23rd Ave,98122,-122.3018284,47.60512732,10,SEATTLE,6840701230,684070,1230,School-High,2306
-121.7792662,47.49404415,226,594,903935,660,North Bend Elementary School,North Bend,400 E 3rd St,98045,-121.7792679,47.49404147,10,SNOQUALMIE VALLEY,1023089192,102308,9192,School-Elementary,2287
-122.2118885,47.48174608,227,683,12193,662,Renton High School,Renton,400 S 2nd St,98057,-122.2118908,47.48174404,10,RENTON,7200060,720,60,School-High,2475
-122.3053123,47.65525707,228,1346,13871,663,University of Washington-HUB,UW-HUB,4001 E Stevens Way NE,98195,-122.3053138,47.65525523,10,SEATTLE,1625049001,162504,9001,School-College or University,0
-122.3053083,47.65525986,229,2746,13871,663,University of Washington,UW,4001 E Stevens Way NE,98195,-122.3053098,47.65525802,10,SEATTLE,1625049001,162504,9001,School-College or University,0
-122.3253149,47.70797768,230,6600228,839232,664,Middle College High School at Northgate Mall,Middle College at Northgate,401 NE Northgate Way,98125,-122.3253162,47.70797589,10,SEATTLE,2926049285,292604,9285,School-Alternative,1547
-122.3286213,47.46653634,231,6600612,755358,665,Highline Performing Arts Center,Highline Arts,401 S 152nd St,98148,-122.3286237,47.46653449,10,HIGHLINE,2023049020,202304,9020,School-Other Facility,0
-122.234564,47.30861672,232,17,39,662,West Auburn High School,West Auburn,401 W Main St,98001,-122.2345673,47.30861474,10,AUBURN,4463400005,446340,5,School-High,2702
-122.2828282,47.36031154,233,438,680003,660,Star Lake Elementary School,Star Lake,4014 S 270th St,98032,-122.2828312,47.36030966,10,FEDERAL WAY,2722049112,272204,9112,School-Elementary,3160
-122.3902203,47.65659032,234,1376,429769,660,Lawton Elementary School,Lawton,4017 26th Ave W,98199,-122.3902218,47.65658863,10,SEATTLE,369000400,36900,400,School-Elementary,2183
-122.3406536,47.48565626,235,1197,149,660,Hazel Valley Elementary School,Hazel Valley,402 SW 132nd St,98146,-122.3406559,47.48565443,10,HIGHLINE,1823049087,182304,9087,School-Elementary,2699
-122.2232376,47.57372311,236,6600383,9273,660,Northwood Elementary School,Northwood,4030 86th Ave SE,98040,-122.2232395,47.57372111,10,MERCER ISLAND,1824059006,182405,9006,School-Elementary,0
-122.2846086,47.70707458,237,1086,273294,660,John Rogers Elementary School,John Rogers ,4030 NE 109th St,98125,-122.2846099,47.7070727,10,SEATTLE,2726049114,272604,9114,School-Elementary,2975
-122.2848156,47.33421823,238,5,17,660,Camelot Elementary School,Camelot,4041 S 298th St,98001,-122.2848188,47.33421635,10,FEDERAL WAY,321049061,32104,9061,School-Elementary,3547
-122.283385,47.56590591,239,2327,474750,660,Hawthorne Elementary School,Hawthorne,4100 39th Ave S,98118,-122.283387,47.56590402,10,SEATTLE,7950302375,795030,2375,School-Elementary,4248
-122.3845461,47.56503953,240,436,464131,662,St. Christopher Academy,St. Christopher,4100 SW Genesee St,98116,-122.3845481,47.56503777,20,SEATTLE,952002655,95200,2655,School-High,0
-122.3845461,47.56503679,241,1000,464131,662,Seattle Lutheran High School,Seattle Lutheran,4100 SW Genesee St,98116,-122.384548,47.56503503,20,SEATTLE,952002655,95200,2655,School-High,0
-122.2237518,47.57264746,242,6600342,194254,665,Mot Office Building,Mot,4120 86th Ave SE,98040,-122.2237537,47.57264546,10,MERCER ISLAND,1824059045,182405,9045,School-Other Facility,0
-122.231107,47.57163325,243,559,192040,660,West Mercer Elementary School,West Mercer,4141 81st Ave SE,98040,-122.2311089,47.57163127,10,MERCER ISLAND,9365700100,936570,100,School-Elementary,3433
-122.3850193,47.5654197,244,994,470501,660,Holy Rosary School,Holy Rosary,4142 42nd Ave SW,98116,-122.3850212,47.56541795,20,SEATTLE,952002500,95200,2500,School-Elementary,0
-122.3535278,47.71391707,245,1130,12392,660,Christ the King School,Christ the King,415 N 117th St,98133,-122.3535291,47.71391534,20,SEATTLE,6140100225,614010,225,School-Elementary,0
-122.2234741,47.57135118,246,6600344,192046,665,Administration Center-Mercer Island,Admin,4160 86th Ave SE,98040,-122.223476,47.57134918,10,MERCER ISLAND,1824059005,182405,9005,School-Other Facility,0
-122.2351369,47.38449257,247,6600671,891662,663,Green River College - Kent Campus,GRC,417 Ramsay Way ,98032,-122.2351398,47.38449059,10,KENT,7142000000,714200,0,School-College or University,0
-121.9875102,47.22310531,248,6600382,392659,661,Thunder Mountain Middle School,Thunder Mountain,42018 264th Ave SE,98022,-121.987513,47.22310338,10,ENUMCLAW,1320069010,132006,9010,School-Junior High/Middle,4550
-122.279109,47.55066015,249,1041,481274,660,St. Edward School,St. Edward,4212 S Mead St,98118,-122.279111,47.55065824,20,SEATTLE,3330501325,333050,1325,School-Elementary,0
-122.0375594,47.6467227,250,654,12138,660,Louisa May Alcott School,Louisa May Alcott,4213 228th Ave NE,98053,-122.0375608,47.64672037,10,LAKE WASHINGTON,1625069113,162506,9113,School-Elementary,0
-122.2799956,47.47466049,251,1272,21155,662,Foster High School,Foster,4242 S 144th St,98168,-122.2799979,47.47465858,10,TUKWILA,1523049108,152304,9108,School-High,2848
-122.2789737,47.34422985,252,15,27,662,Thomas Jefferson High School,Thomas Jefferson,4248 S 288th St,98001,-122.2789768,47.34422796,10,FEDERAL WAY,3422049027,342204,9027,School-High,3584
-122.1378698,47.57016654,253,174,97,660,Eastgate Elementary School,Eastgate,4255 153rd Ave SE,98006,-122.1378716,47.57016436,10,BELLEVUE,2203500575,220350,575,School-Elementary,3036
-122.2010298,47.69005515,254,467,8626,661,Kirkland Middle School,Kirkland,430 18th Ave,98033,-122.2010312,47.69005313,10,LAKE WASHINGTON,1245000676,124500,676,School-Junior High/Middle,2308
-122.037759,47.64868374,255,6600691,1008082,664,Tesla STEM High School,Tesla STEM,4301 228th Ave NE,98053,-122.0377604,47.6486814,10,LAKE WASHINGTON,1625069020,162506,9020,School-Alternative,
-122.2224448,47.56891247,256,556,9279,660,St. Monica Catholic School,St. Monica,4320 87th Ave SE,98040,-122.2224467,47.56891047,20,MERCER ISLAND,3622500126,362250,126,School-Elementary,0
-122.3884974,47.54025224,257,1164,483969,660,Gatewood Elementary School,Gatewood,4320 SW Myrtle St,98136,-122.3884995,47.54025048,10,SEATTLE,4315700020,431570,20,School-Elementary,2139
-122.3280251,47.43697166,258,6600459,132,664,Big Picture Schools,Big Picture,440 S 186th St,98148,-122.3280277,47.43696982,20,HIGHLINE,3223049094,322304,9094,School-Alternative,0
-122.2781214,47.32681285,259,10,20,661,Kilo Middle School,Kilo,4400 S 308th St,98001,-122.2781246,47.32681096,10,FEDERAL WAY,1021049002,102104,9002,School-Junior High/Middle,3701
-122.388243,47.31597565,260,331,2379,660,Twin Lakes Elementary School,Twin Lakes,4400 SW 320th St,98023,-122.3882462,47.31597397,10,FEDERAL WAY,1121039098,112103,9098,School-Elementary,3628
-122.276643,47.46837744,261,1335,21159,660,Thorndyke Elementary School,Thorndyke,4415 S 150th St,98188,-122.2766454,47.46837553,10,TUKWILA,42000280,4200,280,School-Elementary,3635
-122.3850691,47.56342007,262,6600655,833797,660,Hope Lutheran School,Hope Lutheran,4456 42nd Ave SW,98116,-122.3850711,47.56341831,20,SEATTLE,952005960,95200,5960,School-Elementary,0
-122.2778479,47.66219768,263,876,345476,660,Laurelhurst Elementary School,Laurelhurst,4530 46th Ave NE,98105,-122.2778494,47.66219579,10,SEATTLE,5364200330,536420,330,School-Elementary,2437
-121.7338218,47.46947535,264,6600547,24368,665,Camp Waskowitz,Camp Waskowitz,45505 SE 150th St,98045,-121.7338233,47.46947301,10,SNOQUALMIE VALLEY,2423089040,242308,9040,School-Other Facility,0
-122.2749571,47.4748288,265,2325,21156,661,Showalter Middle School,Showalter,4628 S 144th St,98168,-122.2749594,47.47482688,10,TUKWILA,1523049108,152304,9108,School-Junior High/Middle,2564
-122.1174053,47.56193807,266,347,100,660,Cougar Ridge Elementary School,Cougar Ridge,4630 167th Ave SE,98006,-122.1174072,47.56193584,10,ISSAQUAH,1324059077,132405,9077,School-Elementary,4375
-122.2740862,47.47434082,267,6600240,21157,665,Administration Center-Tukwila,Admin,4640 S 144th St,98168,-122.2740886,47.4743389,10,TUKWILA,1523049108,152304,9108,School-Other Facility,0
-122.3315221,47.66346761,268,2193,334273,660,The Meridian School,Meridian,4649 Sunnyside Ave N,98103,-122.3315236,47.66346581,20,SEATTLE,825049102,82504,9102,School-Elementary,0
-121.7147425,47.47362797,269,6600677,24465,661,Twin Falls Middle School,Twin Falls,46910 SE Middle Fork Rd,98045,-121.7147438,47.47362566,10,SNOQUALMIE VALLEY,1823099046,182309,9046,School-Junior High/Middle,5135
-122.1553682,47.55899136,270,178,101,662,Forest Ridge School of the Sacred Heart,Forest Ridge High,4800 139th Ave SE,98006,-122.1553701,47.55898921,20,BELLEVUE,2224059005,222405,9005,School-High,0
-122.1558777,47.55911705,271,6600353,242530,661,Forest Ridge School of the Sacred Heart,Forest Ridge,4800 139th Ave SE,98006,-122.1558796,47.5591149,20,BELLEVUE,2224059005,222405,9005,School-Junior High/Middle,0
-122.2719953,47.52390926,272,6600334,525468,660,South Shore K-8 School,South Shore,4800 S Henderson St,98118,-122.2719975,47.52390734,10,SEATTLE,2123700250,212370,250,School-Elementary,0
-122.3367954,47.66391362,273,854,12407,660,St. Benedict School,St. Benedict,4811 Wallingford Ave N,98103,-122.3367969,47.66391184,20,SEATTLE,4083800835,408380,835,School-Elementary,0
-122.3483486,47.66479154,274,6600664,325960,660,KapKa Cooperative School,KapKa Coop,4918 Linden Ave N,98103,-122.3483501,47.66478978,20,SEATTLE,9521100946,952110,946,School-Elementary,0
-122.3188959,47.5581263,275,913,499517,660,Maple Elementary School,Maple,4925 Corson Ave S,98108,-122.3188978,47.55812445,10,SEATTLE,3869400560,386940,560,School-Elementary,2353
-121.9112077,47.65151193,276,269,157,660,Carnation School,Carnation,4950 Tolt Ave,98014,-121.911209,47.65150946,10,RIVERVIEW,1625079060,162507,9060,School-Elementary,2485
-122.1621603,47.28078285,277,19,787661,662,Auburn Adventist Academy High School,Auburn Adventist,5000 Auburn Way S,98092,-122.1621637,47.28078071,20,AUBURN,2721059042,272105,9042,School-High,0
-122.273454,47.66372576,278,880,12406,660,Villa Academy School,Villa Academy,5001 NE 50th St,98105,-122.2734555,47.66372386,20,SEATTLE,1025049038,102504,9038,School-Elementary,0
-122.222176,47.26776416,279,2191,59,662,Auburn Riverside High School,Riverside,501 Oravetz Rd SE,98092,-122.2221795,47.26776216,10,AUBURN,6655000026,665500,26,School-High,4474
-122.2200377,47.55778765,280,2133,185598,662,Northwest Yeshiva High School,NW Yeshiva,5017 90th Ave SE,98040,-122.2200397,47.55778564,20,MERCER ISLAND,4351300740,435130,740,School-High,0
-122.1492275,47.6147943,281,203,114407,661,Odle Middle School,Odle,502 143rd Ave NE,98007,-122.1492292,47.61479216,10,BELLEVUE,8839900080,883990,80,School-Junior High/Middle,3631
-122.222677,47.31064701,282,6600629,37,665,Auburn Adminstrative Annex,Admin Annex,502 4th St NE,98002,-122.2226803,47.31064501,10,AUBURN,1821059082,182105,9082,School-Other Facility,0
-122.1264256,47.55700464,283,6600354,243456,661,Hillside Student Community School,Hillside ,5027 159th Pl SE,98006,-122.1264275,47.55700242,20,ISSAQUAH,2324059028,232405,9028,School-Junior High/Middle,0
-122.2230418,47.2940183,284,50,48,660,Holy Family Catholic School,Holy Family Catholic,505 17th St SE,98002,-122.2230451,47.29401629,20,AUBURN,1921059018,192105,9018,School-Elementary,0
-122.2685498,47.54578988,285,1026,495696,660,Graham Hill Elementary School,Graham Hill,5149 S Graham St,98118,-122.2685518,47.54578796,10,SEATTLE,1102000138,110200,138,School-Elementary,3378
-122.3568178,47.64976197,286,10000024,839162,663,Washington Academy of Languages,WA Academy of Languages,521 Wall St,98121,-122.3568193,47.64976022,20,SEATTLE,697000064,69700,64,School-College or University,0
